emoticon,cnt,emoji,name,group,sub_group
_woman_swimming_light_skin_tone_,8,🏊🏻‍♀️,woman swimming: light skin tone,People & Body,person-sport
_scorpion_,8,🦂,scorpion,Animals & Nature,animal-bug
_office_building_,8,🏢,office building,Travel & Places,place-building
_middle_finger_medium-light_skin_tone_,8,🖕🏼,middle finger: medium-light skin tone,People & Body,hand-single-finger
_person_fencing_,8,🤺,person fencing,People & Body,person-sport
_man_shrugging_medium_skin_tone_,8,🤷🏽‍♂️,man shrugging: medium skin tone,People & Body,person-gesture
_scissors_,8,✂️,scissors,Objects,office
_white_flower_,8,💮,white flower,Animals & Nature,plant-flower
_pine_decoration_,8,🎍,pine decoration,Activities,event
_pig_face_,8,🐷,pig face,Animals & Nature,animal-mammal
_vulcan_salute_medium-light_skin_tone_,8,🖖🏼,vulcan salute: medium-light skin tone,People & Body,hand-fingers-open
_monkey_face_,8,🐵,monkey face,Animals & Nature,animal-mammal
_sun_behind_small_cloud_,8,🌤️,sun behind small cloud,Travel & Places,sky & weather
_waving_hand_medium_skin_tone_,8,👋🏽,waving hand: medium skin tone,People & Body,hand-fingers-open
_old_key_,8,🗝️,old key,Objects,lock
_woman_light_skin_tone_red_hair_,8,👩🏻‍🦰,"woman: light skin tone, red hair",People & Body,person
_mouse_face_,8,🐭,mouse face,Animals & Nature,animal-mammal
_woman_biking_,8,🚴‍♀️,woman biking,People & Body,person-sport
_two-thirty_,8,🕝,two-thirty,Travel & Places,time
_woman_detective_,8,🕵️‍♀️,woman detective,People & Body,person-role
_potable_water_,8,🚰,potable water,Symbols,transport-sign
_vertical_traffic_light_,8,🚦,vertical traffic light,Travel & Places,transport-ground
_person_shrugging_light_skin_tone_,8,🤷🏻,person shrugging: light skin tone,People & Body,person-gesture
_man_technologist_light_skin_tone_,8,👨🏻‍💻,man technologist: light skin tone,People & Body,person-role
_disguised_face_,8,🥸,disguised face,Smileys & Emotion,face-hat
_admission_tickets_,8,🎟️,admission tickets,Activities,event
_OK_hand_medium-dark_skin_tone_,8,👌🏾,OK hand: medium-dark skin tone,People & Body,hand-fingers-partial
_hot_dog_,8,🌭,hot dog,Food & Drink,food-prepared
_chart_increasing_,8,📈,chart increasing,Objects,office
_backhand_index_pointing_right_dark_skin_tone_,8,👉🏿,backhand index pointing right: dark skin tone,People & Body,hand-single-finger
_locked_with_key_,8,🔐,locked with key,Objects,lock
_bridge_at_night_,8,🌉,bridge at night,Travel & Places,place-other
_anchor_,8,⚓,anchor,Travel & Places,transport-water
_ear_,8,👂,ear,People & Body,body-parts
_fast-forward_button_,8,⏩,fast-forward button,Symbols,av-symbol
_locked_,8,🔒,locked,Objects,lock
_fairy_,8,🧚,fairy,People & Body,person-fantasy
_gear_,8,⚙️,gear,Objects,tool
_boy_dark_skin_tone_,8,👦🏿,boy: dark skin tone,People & Body,person
_man_vampire_,7,🧛‍♂️,man vampire,People & Body,person-fantasy
_Lebanon_,7,🇱🇧,flag: Lebanon,Flags,country-flag
_bug_,7,🐛,bug,Animals & Nature,animal-bug
_tear-off_calendar_,7,📆,tear-off calendar,Objects,office
_raised_back_of_hand_medium-light_skin_tone_,7,🤚🏼,raised back of hand: medium-light skin tone,People & Body,hand-fingers-open
_woman_scientist_,7,👩‍🔬,woman scientist,People & Body,person-role
_dna_,7,🧬,dna,Objects,science
_leopard_,7,🐆,leopard,Animals & Nature,animal-mammal
_black_medium_square_,7,◼️,black medium square,Symbols,geometric
_woman_astronaut_light_skin_tone_,7,👩🏻‍🚀,woman astronaut: light skin tone,People & Body,person-role
_black_flag_,7,🏴,black flag,Flags,flag
_telescope_,7,🔭,telescope,Objects,science
_woman_scientist_medium-light_skin_tone_,7,👩🏼‍🔬,woman scientist: medium-light skin tone,People & Body,person-role
_bikini_,7,👙,bikini,Objects,clothing
_police_car_,7,🚓,police car,Travel & Places,transport-ground
_mount_fuji_,7,🗻,mount fuji,Travel & Places,place-geographic
_soap_,7,🧼,soap,Objects,household
_woman_gesturing_NO_medium-light_skin_tone_,7,🙅🏼‍♀️,woman gesturing NO: medium-light skin tone,People & Body,person-gesture
_radio_,7,📻,radio,Objects,music
_tanabata_tree_,7,🎋,tanabata tree,Activities,event
_elephant_,7,🐘,elephant,Animals & Nature,animal-mammal
_family_woman_girl_,7,👩‍👧,"family: woman, girl",People & Body,family
_melon_,7,🍈,melon,Food & Drink,food-fruit
_woman_light_skin_tone_blond_hair_,7,👱🏻‍♀️,"woman: light skin tone, blond hair",People & Body,person
_large_orange_diamond_,7,🔶,large orange diamond,Symbols,geometric
_men_with_bunny_ears_,7,👯‍♂️,men with bunny ears,People & Body,person-activity
_egg_,7,🥚,egg,Food & Drink,food-prepared
_victory_hand_dark_skin_tone_,7,✌🏿,victory hand: dark skin tone,People & Body,hand-fingers-partial
_person_with_veil_light_skin_tone_,7,👰🏻,person with veil: light skin tone,People & Body,person-role
_woman_mage_,7,🧙‍♀️,woman mage,People & Body,person-fantasy
_spider_web_,7,🕸️,spider web,Animals & Nature,animal-bug
_woman_office_worker_,7,👩‍💼,woman office worker,People & Body,person-role
_bar_chart_,7,📊,bar chart,Objects,office
_person_walking_,7,🚶,person walking,People & Body,person-activity
_woman_cartwheeling_medium-light_skin_tone_,7,🤸🏼‍♀️,woman cartwheeling: medium-light skin tone,People & Body,person-sport
_rabbit_,7,🐇,rabbit,Animals & Nature,animal-mammal
_dragon_face_,7,🐲,dragon face,Animals & Nature,animal-reptile
_fire_engine_,7,🚒,fire engine,Travel & Places,transport-ground
_ledger_,7,📒,ledger,Objects,book-paper
_antenna_bars_,7,📶,antenna bars,Symbols,av-symbol
_Spain_,7,🇪🇸,flag: Spain,Flags,country-flag
_backhand_index_pointing_left_medium_skin_tone_,7,👈🏽,backhand index pointing left: medium skin tone,People & Body,hand-single-finger
_heavy_dollar_sign_,7,💲,heavy dollar sign,Symbols,currency
_woman_walking_,7,🚶‍♀️,woman walking,People & Body,person-activity
_person_frowning_,7,🙍,person frowning,People & Body,person-gesture
_flag_in_hole_,7,⛳,flag in hole,Activities,sport
_baby_medium-light_skin_tone_,7,👶🏼,baby: medium-light skin tone,People & Body,person
_atom_symbol_,7,⚛️,atom symbol,Symbols,religion
_old_man_,7,👴,old man,People & Body,person
_man_gesturing_NO_,7,🙅‍♂️,man gesturing NO,People & Body,person-gesture
_waning_crescent_moon_,7,🌘,waning crescent moon,Travel & Places,sky & weather
_skier_,7,⛷️,skier,People & Body,person-sport
_goal_net_,7,🥅,goal net,Activities,sport
_palms_up_together_medium-light_skin_tone_,7,🤲🏼,palms up together: medium-light skin tone,People & Body,hands
_globe_with_meridians_,7,🌐,globe with meridians,Travel & Places,place-map
_game_die_,7,🎲,game die,Activities,game
_video_camera_,7,📹,video camera,Objects,light & video
_horse_racing_,7,🏇,horse racing,People & Body,person-sport
_woman_getting_massage_medium-light_skin_tone_,7,💆🏼‍♀️,woman getting massage: medium-light skin tone,People & Body,person-activity
_baguette_bread_,7,🥖,baguette bread,Food & Drink,food-prepared
_wheelchair_symbol_,7,♿,wheelchair symbol,Symbols,transport-sign
_child_light_skin_tone_,7,🧒🏻,child: light skin tone,People & Body,person
_snowboarder_,7,🏂,snowboarder,People & Body,person-sport
_Chile_,7,🇨🇱,flag: Chile,Flags,country-flag
_hotel_,7,🏨,hotel,Travel & Places,place-building
_backhand_index_pointing_right_medium_skin_tone_,7,👉🏽,backhand index pointing right: medium skin tone,People & Body,hand-single-finger
_keycap_4_,6,4️⃣,keycap: 4,Symbols,keycap
_mango_,6,🥭,mango,Food & Drink,food-fruit
_bowl_with_spoon_,6,🥣,bowl with spoon,Food & Drink,food-prepared
_gorilla_,6,🦍,gorilla,Animals & Nature,animal-mammal
_martial_arts_uniform_,6,🥋,martial arts uniform,Activities,sport
_backhand_index_pointing_up_medium-light_skin_tone_,6,👆🏼,backhand index pointing up: medium-light skin tone,People & Body,hand-single-finger
_oncoming_taxi_,6,🚖,oncoming taxi,Travel & Places,transport-ground
_mountain_,6,⛰️,mountain,Travel & Places,place-geographic
_person_lifting_weights_,6,🏋️,person lifting weights,People & Body,person-sport
_boxing_glove_,6,🥊,boxing glove,Activities,sport
_person_rowing_boat_,6,🚣,person rowing boat,People & Body,person-sport
_frog_,6,🐸,frog,Animals & Nature,animal-amphibian
_paintbrush_,6,🖌️,paintbrush,Objects,writing
_stopwatch_,6,⏱️,stopwatch,Travel & Places,time
_United_States_,6,🇺🇸,flag: United States,Flags,country-flag
_woman_getting_massage_,6,💆‍♀️,woman getting massage,People & Body,person-activity
_fairy_light_skin_tone_,6,🧚🏻,fairy: light skin tone,People & Body,person-fantasy
_man_tipping_hand_light_skin_tone_,6,💁🏻‍♂️,man tipping hand: light skin tone,People & Body,person-gesture
_girl_medium-light_skin_tone_,6,👧🏼,girl: medium-light skin tone,People & Body,person
_bookmark_tabs_,6,📑,bookmark tabs,Objects,book-paper
_plus_,6,➕,plus,Symbols,math
_passenger_ship_,6,🛳️,passenger ship,Travel & Places,transport-water
_fried_shrimp_,6,🍤,fried shrimp,Food & Drink,food-asian
_hedgehog_,6,🦔,hedgehog,Animals & Nature,animal-mammal
_keycap_0_,6,0️⃣,keycap: 0,Symbols,keycap
_fast_down_button_,6,⏬,fast down button,Symbols,av-symbol
_moai_,6,🗿,moai,Objects,other-object
_hospital_,6,🏥,hospital,Travel & Places,place-building
_person_gesturing_OK_light_skin_tone_,6,🙆🏻,person gesturing OK: light skin tone,People & Body,person-gesture
_ferry_,6,⛴️,ferry,Travel & Places,transport-water
_person_in_bed_,6,🛌,person in bed,People & Body,person-resting
_jeans_,6,👖,jeans,Objects,clothing
_backhand_index_pointing_right_medium-dark_skin_tone_,6,👉🏾,backhand index pointing right: medium-dark skin tone,People & Body,hand-single-finger
_person_with_veil_,6,👰,person with veil,People & Body,person-role
_sunset_,6,🌇,sunset,Travel & Places,place-other
_old_man_medium-light_skin_tone_,6,👴🏼,old man: medium-light skin tone,People & Body,person
_blue_book_,6,📘,blue book,Objects,book-paper
_family_woman_girl_boy_,6,👩‍👧‍👦,"family: woman, girl, boy",People & Body,family
_ambulance_,6,🚑,ambulance,Travel & Places,transport-ground
_bed_,6,🛏️,bed,Objects,household
_man_cartwheeling_,6,🤸‍♂️,man cartwheeling,People & Body,person-sport
_crayon_,6,🖍️,crayon,Objects,writing
_prince_,6,🤴,prince,People & Body,person-role
_right_arrow_curving_up_,6,⤴️,right arrow curving up,Symbols,arrow
_ear_light_skin_tone_,6,👂🏻,ear: light skin tone,People & Body,body-parts
_right_anger_bubble_,6,🗯️,right anger bubble,Smileys & Emotion,emotion
_yen_banknote_,6,💴,yen banknote,Objects,money
_spiral_shell_,6,🐚,spiral shell,Animals & Nature,animal-marine
_classical_building_,6,🏛️,classical building,Travel & Places,place-building
_writing_hand_medium_skin_tone_,6,✍🏽,writing hand: medium skin tone,People & Body,hand-prop
_camping_,6,🏕️,camping,Travel & Places,place-geographic
_woman_in_lotus_position_,6,🧘‍♀️,woman in lotus position,People & Body,person-resting
_woman_running_medium-light_skin_tone_,6,🏃🏼‍♀️,woman running: medium-light skin tone,People & Body,person-activity
_woman_running_medium_skin_tone_,6,🏃🏽‍♀️,woman running: medium skin tone,People & Body,person-activity
_bullet_train_,6,🚅,bullet train,Travel & Places,transport-ground
_detective_light_skin_tone_,6,🕵🏻,detective: light skin tone,People & Body,person-role
_busts_in_silhouette_,6,👥,busts in silhouette,People & Body,person-symbol
_satellite_antenna_,6,📡,satellite antenna,Objects,science
_man_astronaut_,6,👨‍🚀,man astronaut,People & Body,person-role
_man_mechanic_,6,👨‍🔧,man mechanic,People & Body,person-role
_cupcake_,6,🧁,cupcake,Food & Drink,food-sweet
_luggage_,6,🧳,luggage,Travel & Places,hotel
_boy_medium-light_skin_tone_,6,👦🏼,boy: medium-light skin tone,People & Body,person
_pregnant_woman_medium-light_skin_tone_,6,🤰🏼,pregnant woman: medium-light skin tone,People & Body,person-role
_envelope_,6,✉️,envelope,Objects,mail
_envelope_with_arrow_,6,📩,envelope with arrow,Objects,mail
_pregnant_woman_light_skin_tone_,6,🤰🏻,pregnant woman: light skin tone,People & Body,person-role
_woman_in_steamy_room_,6,🧖‍♀️,woman in steamy room,People & Body,person-activity
_man_dancing_medium_skin_tone_,5,🕺🏽,man dancing: medium skin tone,People & Body,person-activity
_baby_chick_,5,🐤,baby chick,Animals & Nature,animal-bird
_baby_angel_medium-light_skin_tone_,5,👼🏼,baby angel: medium-light skin tone,People & Body,person-fantasy
_derelict_house_,5,🏚️,derelict house,Travel & Places,place-building
_person_light_skin_tone_beard_,5,🧔🏻,"person: light skin tone, beard",People & Body,person
_notebook_with_decorative_cover_,5,📔,notebook with decorative cover,Objects,book-paper
_nut_and_bolt_,5,🔩,nut and bolt,Objects,tool
_ringed_planet_,5,🪐,ringed planet,Travel & Places,sky & weather
_man_in_lotus_position_,5,🧘‍♂️,man in lotus position,People & Body,person-resting
_floppy_disk_,5,💾,floppy disk,Objects,computer
_person_blond_hair_,5,👱,person: blond hair,People & Body,person
_three-thirty_,5,🕞,three-thirty,Travel & Places,time
_bell_with_slash_,5,🔕,bell with slash,Objects,sound
_oncoming_fist_dark_skin_tone_,5,👊🏿,oncoming fist: dark skin tone,People & Body,hand-fingers-closed
_raising_hands_medium_skin_tone_,5,🙌🏽,raising hands: medium skin tone,People & Body,hands
_rolled-up_newspaper_,5,🗞️,rolled-up newspaper,Objects,book-paper
_fox_,5,🦊,fox,Animals & Nature,animal-mammal
_card_index_dividers_,5,🗂️,card index dividers,Objects,office
_foot_,5,🦶,foot,People & Body,body-parts
_backhand_index_pointing_left_medium-dark_skin_tone_,5,👈🏾,backhand index pointing left: medium-dark skin tone,People & Body,hand-single-finger
_BACK_arrow_,5,🔙,BACK arrow,Symbols,arrow
_crossed_fingers_medium_skin_tone_,5,🤞🏽,crossed fingers: medium skin tone,People & Body,hand-fingers-partial
_SOON_arrow_,5,🔜,SOON arrow,Symbols,arrow
_hammer_and_wrench_,5,🛠️,hammer and wrench,Objects,tool
_person_getting_massage_light_skin_tone_,5,💆🏻,person getting massage: light skin tone,People & Body,person-activity
_skis_,5,🎿,skis,Activities,sport
_man_gesturing_NO_light_skin_tone_,5,🙅🏻‍♂️,man gesturing NO: light skin tone,People & Body,person-gesture
_Azerbaijan_,5,🇦🇿,flag: Azerbaijan,Flags,country-flag
_custard_,5,🍮,custard,Food & Drink,food-sweet
_person_facepalming_medium-light_skin_tone_,5,🤦🏼,person facepalming: medium-light skin tone,People & Body,person-gesture
_castle_,5,🏰,castle,Travel & Places,place-building
_hot_springs_,5,♨️,hot springs,Travel & Places,place-other
_satellite_,5,🛰️,satellite,Travel & Places,transport-air
_houses_,5,🏘️,houses,Travel & Places,place-building
_peanuts_,5,🥜,peanuts,Food & Drink,food-vegetable
_call_me_hand_medium-dark_skin_tone_,5,🤙🏾,call me hand: medium-dark skin tone,People & Body,hand-fingers-partial
_person_,5,🧑,person,People & Body,person
_tennis_,5,🎾,tennis,Activities,sport
_men_holding_hands_,5,👬,men holding hands,People & Body,family
_oncoming_fist_medium-dark_skin_tone_,5,👊🏾,oncoming fist: medium-dark skin tone,People & Body,hand-fingers-closed
_woman_dancing_medium-dark_skin_tone_,5,💃🏾,woman dancing: medium-dark skin tone,People & Body,person-activity
_pie_,5,🥧,pie,Food & Drink,food-sweet
_club_suit_,5,♣️,club suit,Activities,game
_woman_dark_skin_tone_,5,👩🏿,woman: dark skin tone,People & Body,person
_mermaid_light_skin_tone_,5,🧜🏻‍♀️,mermaid: light skin tone,People & Body,person-fantasy
_clutch_bag_,5,👝,clutch bag,Objects,clothing
_man_scientist_medium-light_skin_tone_,5,👨🏼‍🔬,man scientist: medium-light skin tone,People & Body,person-role
_man_running_light_skin_tone_,5,🏃🏻‍♂️,man running: light skin tone,People & Body,person-activity
_woman_mage_light_skin_tone_,5,🧙🏻‍♀️,woman mage: light skin tone,People & Body,person-fantasy
_family_woman_boy_,5,👩‍👦,"family: woman, boy",People & Body,family
_Japanese_dolls_,5,🎎,Japanese dolls,Activities,event
_Italy_,5,🇮🇹,flag: Italy,Flags,country-flag
_sun_behind_cloud_,5,⛅,sun behind cloud,Travel & Places,sky & weather
_open_mailbox_with_raised_flag_,5,📬,open mailbox with raised flag,Objects,mail
_bread_,5,🍞,bread,Food & Drink,food-prepared
_zombie_,5,🧟,zombie,People & Body,person-fantasy
_pick_,5,⛏️,pick,Objects,tool
_woman_dancing_dark_skin_tone_,5,💃🏿,woman dancing: dark skin tone,People & Body,person-activity
_kiss_woman_woman_,5,👩‍❤️‍💋‍👩,"kiss: woman, woman",People & Body,family
_parrot_,5,🦜,parrot,Animals & Nature,animal-bird
_dim_button_,5,🔅,dim button,Symbols,av-symbol
_goggles_,5,🥽,goggles,Objects,clothing
_spade_suit_,5,♠️,spade suit,Activities,game
_running_shirt_,5,🎽,running shirt,Activities,sport
_person_surfing_,5,🏄,person surfing,People & Body,person-sport
_bus_,5,🚌,bus,Travel & Places,transport-ground
_woman_cook_,5,👩‍🍳,woman cook,People & Body,person-role
_railway_track_,5,🛤️,railway track,Travel & Places,transport-ground
_dolphin_,5,🐬,dolphin,Animals & Nature,animal-marine
_man_police_officer_light_skin_tone_,5,👮🏻‍♂️,man police officer: light skin tone,People & Body,person-role
_cow_,5,🐄,cow,Animals & Nature,animal-mammal
_puzzle_piece_,5,🧩,puzzle piece,Activities,game
_drop_of_blood_,5,🩸,drop of blood,Objects,medical
_person_walking_light_skin_tone_,5,🚶🏻,person walking: light skin tone,People & Body,person-activity
_TOP_arrow_,5,🔝,TOP arrow,Symbols,arrow
_printer_,5,🖨️,printer,Objects,computer
_sign_of_the_horns_medium_skin_tone_,4,🤘🏽,sign of the horns: medium skin tone,People & Body,hand-fingers-partial
_sign_of_the_horns_medium-dark_skin_tone_,4,🤘🏾,sign of the horns: medium-dark skin tone,People & Body,hand-fingers-partial
_credit_card_,4,💳,credit card,Objects,money
_counterclockwise_arrows_button_,4,🔄,counterclockwise arrows button,Symbols,arrow
_page_facing_up_,4,📄,page facing up,Objects,book-paper
_shinto_shrine_,4,⛩️,shinto shrine,Travel & Places,place-religious
_giraffe_,4,🦒,giraffe,Animals & Nature,animal-mammal
_fuel_pump_,4,⛽,fuel pump,Travel & Places,transport-ground
_steaming_bowl_,4,🍜,steaming bowl,Food & Drink,food-asian
_cityscape_at_dusk_,4,🌆,cityscape at dusk,Travel & Places,place-other
_crossed_fingers_medium-light_skin_tone_,4,🤞🏼,crossed fingers: medium-light skin tone,People & Body,hand-fingers-partial
_biohazard_,4,☣️,biohazard,Symbols,warning
_ferris_wheel_,4,🎡,ferris wheel,Travel & Places,place-other
_bubble_tea_,4,🧋,bubble tea,Food & Drink,drink
_down-right_arrow_,4,↘️,down-right arrow,Symbols,arrow
_broom_,4,🧹,broom,Objects,household
_dvd_,4,📀,dvd,Objects,computer
_person_with_veil_medium-light_skin_tone_,4,👰🏼,person with veil: medium-light skin tone,People & Body,person-role
_pig_,4,🐖,pig,Animals & Nature,animal-mammal
_prince_light_skin_tone_,4,🤴🏻,prince: light skin tone,People & Body,person-role
_pretzel_,4,🥨,pretzel,Food & Drink,food-prepared
_stuffed_flatbread_,4,🥙,stuffed flatbread,Food & Drink,food-prepared
_spouting_whale_,4,🐳,spouting whale,Animals & Nature,animal-marine
_pound_banknote_,4,💷,pound banknote,Objects,money
_straight_ruler_,4,📏,straight ruler,Objects,office
_post_office_,4,🏤,post office,Travel & Places,place-building
_billed_cap_,4,🧢,billed cap,Objects,clothing
_person_running_light_skin_tone_,4,🏃🏻,person running: light skin tone,People & Body,person-activity
_diamond_suit_,4,♦️,diamond suit,Activities,game
_person_golfing_,4,🏌️,person golfing,People & Body,person-sport
_person_gesturing_NO_light_skin_tone_,4,🙅🏻,person gesturing NO: light skin tone,People & Body,person-gesture
_roasted_sweet_potato_,4,🍠,roasted sweet potato,Food & Drink,food-asian
_person_gesturing_NO_medium-light_skin_tone_,4,🙅🏼,person gesturing NO: medium-light skin tone,People & Body,person-gesture
_right_arrow_curving_left_,4,↩️,right arrow curving left,Symbols,arrow
_person_getting_massage_medium-light_skin_tone_,4,💆🏼,person getting massage: medium-light skin tone,People & Body,person-activity
_curry_rice_,4,🍛,curry rice,Food & Drink,food-asian
_repeat_button_,4,🔁,repeat button,Symbols,av-symbol
_detective_medium-light_skin_tone_,4,🕵🏼,detective: medium-light skin tone,People & Body,person-role
_carousel_horse_,4,🎠,carousel horse,Travel & Places,place-other
_red_triangle_pointed_up_,4,🔺,red triangle pointed up,Symbols,geometric
_tiger_,4,🐅,tiger,Animals & Nature,animal-mammal
_ballot_box_with_ballot_,4,🗳️,ballot box with ballot,Objects,mail
_razor_,4,🪒,razor,Objects,household
_first_quarter_moon_,4,🌓,first quarter moon,Travel & Places,sky & weather
_ox_,4,🐂,ox,Animals & Nature,animal-mammal
_palms_up_together_medium_skin_tone_,4,🤲🏽,palms up together: medium skin tone,People & Body,hands
_woman_singer_light_skin_tone_,4,👩🏻‍🎤,woman singer: light skin tone,People & Body,person-role
_octopus_,4,🐙,octopus,Animals & Nature,animal-marine
_woman_gesturing_OK_medium-light_skin_tone_,4,🙆🏼‍♀️,woman gesturing OK: medium-light skin tone,People & Body,person-gesture
_incoming_envelope_,4,📨,incoming envelope,Objects,mail
_man_tipping_hand_medium-light_skin_tone_,4,💁🏼‍♂️,man tipping hand: medium-light skin tone,People & Body,person-gesture
_man_tipping_hand_,4,💁‍♂️,man tipping hand,People & Body,person-gesture
_woman_health_worker_light_skin_tone_,4,👩🏻‍⚕️,woman health worker: light skin tone,People & Body,person-role
_ice_,4,🧊,ice,Food & Drink,drink
_man_teacher_,4,👨‍🏫,man teacher,People & Body,person-role
_woman_in_lotus_position_light_skin_tone_,4,🧘🏻‍♀️,woman in lotus position: light skin tone,People & Body,person-resting
_man_swimming_,4,🏊‍♂️,man swimming,People & Body,person-sport
_woman_in_lotus_position_medium-light_skin_tone_,4,🧘🏼‍♀️,woman in lotus position: medium-light skin tone,People & Body,person-resting
_Belgium_,4,🇧🇪,flag: Belgium,Flags,country-flag
_man_facepalming_dark_skin_tone_,4,🤦🏿‍♂️,man facepalming: dark skin tone,People & Body,person-gesture
_no_littering_,4,🚯,no littering,Symbols,warning
_woman_in_steamy_room_medium-light_skin_tone_,4,🧖🏼‍♀️,woman in steamy room: medium-light skin tone,People & Body,person-activity
_woman_juggling_,4,🤹‍♀️,woman juggling,People & Body,person-sport
_no_smoking_,4,🚭,no smoking,Symbols,warning
_man_health_worker_light_skin_tone_,4,👨🏻‍⚕️,man health worker: light skin tone,People & Body,person-role
_man_scientist_,4,👨‍🔬,man scientist,People & Body,person-role
_yellow_circle_,4,🟡,yellow circle,Symbols,geometric
_magic_wand_,4,🪄,magic wand,Activities,game
_woman_technologist_medium-light_skin_tone_,4,👩🏼‍💻,woman technologist: medium-light skin tone,People & Body,person-role
_woman_frowning_light_skin_tone_,4,🙍🏻‍♀️,woman frowning: light skin tone,People & Body,person-gesture
_woman_tipping_hand_medium_skin_tone_,4,💁🏽‍♀️,woman tipping hand: medium skin tone,People & Body,person-gesture
_man_genie_,4,🧞‍♂️,man genie,People & Body,person-fantasy
_minus_,4,➖,minus,Symbols,math
_woman_construction_worker_,4,👷‍♀️,woman construction worker,People & Body,person-role
_man_gesturing_OK_,4,🙆‍♂️,man gesturing OK,People & Body,person-gesture
_woman_cook_light_skin_tone_,4,👩🏻‍🍳,woman cook: light skin tone,People & Body,person-role
_woman_bowing_medium-light_skin_tone_,4,🙇🏼‍♀️,woman bowing: medium-light skin tone,People & Body,person-gesture
_woman_curly_hair_,4,👩‍🦱,woman: curly hair,People & Body,person
_woman_bouncing_ball_,4,⛹️‍♀️,woman bouncing ball,People & Body,person-sport
_love_hotel_,4,🏩,love hotel,Travel & Places,place-building
_man_fairy_light_skin_tone_,4,🧚🏻‍♂️,man fairy: light skin tone,People & Body,person-fantasy
_woman_artist_,4,👩‍🎨,woman artist,People & Body,person-role
_motor_boat_,4,🛥️,motor boat,Travel & Places,transport-water
_woman_detective_medium-light_skin_tone_,4,🕵🏼‍♀️,woman detective: medium-light skin tone,People & Body,person-role
_keyboard_,4,⌨️,keyboard,Objects,computer
_kaaba_,4,🕋,kaaba,Travel & Places,place-religious
_last_quarter_moon_,4,🌗,last quarter moon,Travel & Places,sky & weather
_joker_,4,🃏,joker,Activities,game
_woman_facepalming_dark_skin_tone_,4,🤦🏿‍♀️,woman facepalming: dark skin tone,People & Body,person-gesture
_notebook_,4,📓,notebook,Objects,book-paper
_no_pedestrians_,4,🚷,no pedestrians,Symbols,warning
_man_bowing_light_skin_tone_,4,🙇🏻‍♂️,man bowing: light skin tone,People & Body,person-gesture
_woman_police_officer_light_skin_tone_,4,👮🏻‍♀️,woman police officer: light skin tone,People & Body,person-role
_hammer_and_pick_,4,⚒️,hammer and pick,Objects,tool
_onion_,4,🧅,onion,Food & Drink,food-vegetable
_man_police_officer_,4,👮‍♂️,man police officer,People & Body,person-role
_T-Rex_,4,🦖,T-Rex,Animals & Nature,animal-reptile
_man_office_worker_,4,👨‍💼,man office worker,People & Body,person-role
_man_medium-dark_skin_tone_,4,👨🏾,man: medium-dark skin tone,People & Body,person
_man_pouting_light_skin_tone_,4,🙎🏻‍♂️,man pouting: light skin tone,People & Body,person-gesture
_woman_medium-dark_skin_tone_,4,👩🏾,woman: medium-dark skin tone,People & Body,person
_woman_shrugging_medium-dark_skin_tone_,4,🤷🏾‍♀️,woman shrugging: medium-dark skin tone,People & Body,person-gesture
_open_hands_medium-light_skin_tone_,4,👐🏼,open hands: medium-light skin tone,People & Body,hands
_vulcan_salute_light_skin_tone_,4,🖖🏻,vulcan salute: light skin tone,People & Body,hand-fingers-open
_guide_dog_,4,🦮,guide dog,Animals & Nature,animal-mammal
_woman_medium-light_skin_tone_blond_hair_,4,👱🏼‍♀️,"woman: medium-light skin tone, blond hair",People & Body,person
_older_person_,4,🧓,older person,People & Body,person
_oden_,4,🍢,oden,Food & Drink,food-asian
_2nd_place_medal_,4,🥈,2nd place medal,Activities,award-medal
_family_woman_boy_boy_,3,👩‍👦‍👦,"family: woman, boy, boy",People & Body,family
_record_button_,3,⏺️,record button,Symbols,av-symbol
_woman_elf_medium-light_skin_tone_,3,🧝🏼‍♀️,woman elf: medium-light skin tone,People & Body,person-fantasy
_bone_,3,🦴,bone,People & Body,body-parts
_man_playing_handball_,3,🤾‍♂️,man playing handball,People & Body,person-sport
_sun_behind_rain_cloud_,3,🌦️,sun behind rain cloud,Travel & Places,sky & weather
_woman_red_hair_,3,👩‍🦰,woman: red hair,People & Body,person
_woman_detective_medium_skin_tone_,3,🕵🏽‍♀️,woman detective: medium skin tone,People & Body,person-role
_man_running_medium-light_skin_tone_,3,🏃🏼‍♂️,man running: medium-light skin tone,People & Body,person-activity
_boar_,3,🐗,boar,Animals & Nature,animal-mammal
_man_medium_skin_tone_,3,👨🏽,man: medium skin tone,People & Body,person
_left-facing_fist_medium-light_skin_tone_,3,🤛🏼,left-facing fist: medium-light skin tone,People & Body,hand-fingers-closed
_man_medium-light_skin_tone_blond_hair_,3,👱🏼‍♂️,"man: medium-light skin tone, blond hair",People & Body,person
_rat_,3,🐀,rat,Animals & Nature,animal-mammal
_man_medium-light_skin_tone_,3,👨🏼,man: medium-light skin tone,People & Body,person
_metro_,3,🚇,metro,Travel & Places,transport-ground
_divide_,3,➗,divide,Symbols,math
_END_arrow_,3,🔚,END arrow,Symbols,arrow
_koala_,3,🐨,koala,Animals & Nature,animal-mammal
_child_,3,🧒,child,People & Body,person
_raised_hand_medium_skin_tone_,3,✋🏽,raised hand: medium skin tone,People & Body,hand-fingers-open
_ram_,3,🐏,ram,Animals & Nature,animal-mammal
